日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20260131.0,6134.0,ＦＵＪＩ,プライム（内国株式）,3600.0,機械,8.0,機械,4.0,TOPIX Mid400
20260131.0,6135.0,牧野フライス製作所,プライム（内国株式）,3600.0,機械,8.0,機械,6.0,TOPIX Small 1
20260131.0,6136.0,オーエスジー,プライム（内国株式）,3600.0,機械,8.0,機械,4.0,TOPIX Mid400
20260131.0,6137.0,小池酸素工業,スタンダード（内国株式）,3600.0,機械,8.0,機械,-,-
20260131.0,6138.0,ダイジェット工業,スタンダード（内国株式）,3600.0,機械,8.0,機械,-,-
20260131.0,6140.0,旭ダイヤモンド工業,プライム（内国株式）,3600.0,機械,8.0,機械,6.0,TOPIX Small 1
20260131.0,6141.0,ＤＭＧ森精機,プライム（内国株式）,3600.0,機械,8.0,機械,4.0,TOPIX Mid400
20260131.0,6143.0,ソディック,プライム（内国株式）,3600.0,機械,8.0,機械,6.0,TOPIX Small 1
20260131.0,6144.0,西部電機,スタンダード（内国株式）,3600.0,機械,8.0,機械,-,-
20260131.0,6145.0,ＮＩＴＴＯＫＵ,スタンダード（内国株式）,3600.0,機械,8.0,機械,-,-
20260131.0,6146.0,ディスコ,プライム（内国株式）,3600.0,機械,8.0,機械,2.0,TOPIX Large70
20260131.0,6147.0,ヤマザキ,スタンダード（内国株式）,3600.0,機械,8.0,機械,-,-
20260131.0,6149.0,小田原エンジニアリング,スタンダード（内国株式）,3600.0,機械,8.0,機械,-,-
20260131.0,6150.0,タケダ機械,スタンダード（内国株式）,3600.0,機械,8.0,機械,-,-
20260131.0,6151.0,日東工器,プライム（内国株式）,3600.0,機械,8.0,機械,7.0,TOPIX Small 2
20260131.0,6155.0,高松機械工業,スタンダード（内国株式）,3600.0,機械,8.0,機械,-,-
20260131.0,6156.0,エーワン精密,スタンダード（内国株式）,3600.0,機械,8.0,機械,-,-
20260131.0,6157.0,日進工具,スタンダード（内国株式）,3600.0,機械,8.0,機械,7.0,TOPIX Small 2
20260131.0,6158.0,和井田製作所,スタンダード（内国株式）,3600.0,機械,8.0,機械,-,-
20260131.0,6159.0,ミクロン精密,スタンダード（内国株式）,3600.0,機械,8.0,機械,-,-
20260131.0,6161.0,エスティック,スタンダード（内国株式）,3600.0,機械,8.0,機械,-,-
20260131.0,6165.0,パンチ工業,スタンダード（内国株式）,3600.0,機械,8.0,機械,-,-
20260131.0,6166.0,中村超硬,グロース（内国株式）,3600.0,機械,8.0,機械,-,-
20260131.0,6167.0,冨士ダイス,プライム（内国株式）,3600.0,機械,8.0,機械,7.0,TOPIX Small 2
20260131.0,6168.0,ＯＮＥ　ＧＲＯＵＰ,PRO Market,3600.0,機械,8.0,機械,-,-
20260131.0,6171.0,土木管理総合試験所,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,6173.0,アクアライン,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,6174.0,デンタス,PRO Market,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,6176.0,ブランジスタ,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,6177.0,ＡｐｐＢａｎｋ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,6178.0,日本郵政,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,2.0,TOPIX Large70
20260131.0,6180.0,ＧＭＯメディア,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,6181.0,タメニー,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,6182.0,メタリアル,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,6183.0,ベルシステム２４ホールディングス,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
